status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
236000816506015_721863874586371,"Buying: (Gov60)
War in the Blood: Sex, Politics and AIDS in Southeast Asia
Thanks!",,status,,2015-09-02 12:34:43,0,3,0
236000816506015_721968787909213,"Selling GOV 20 books

Faultlines: Debating the Issues in American Politics 
Before the Shooting Begins, Hunter
Coming Apart, Charles Murray 
House & Senate 4th Edition, Ross Baker",,status,,2015-09-02 17:57:57,5,0,0
236000816506015_721967581242667,Buying: Understanding Viruses by Shors,,status,,2015-09-02 17:52:22,0,0,0
236000816506015_721966661242759,"Buying: 
(Math 29)
      - ""Calculus & Mathematical Reasoning for Social & Life Sciences"" by Daryl 
         Cooper 
(Digital Media Studies)
      - Crary, Jonathan. 24/7: Late capitalism and the ends of sleep. Verso, 2013.
(Classical Political Theory) 
      -The Oresteia (Penguin Classics) by Aeschylus",,status,,2015-09-02 17:49:16,0,0,0
236000816506015_721963987909693,"Buying\Looking for:

Notes from Mary Evans' econ 50 class

Notes\exams from Milton's Mathematical physiology class+lab

Notes\exams from Banerjee's child development class",,status,,2015-09-02 17:40:20,0,0,0
236000816506015_721963431243082,"BUYING for child development with Banerjee:

Development of children (7th ed) 
Readings on the Development of Children (5th Ed)",,status,,2015-09-02 17:38:12,0,0,0
236000816506015_721953431244082,Buying: Basic Gambling Mathematics by Mark Bollman,,status,,2015-09-02 17:11:47,0,0,0
236000816506015_721952167910875,"Buying: A Pocket Style Manual
7th E
Hacker",,status,,2015-09-02 17:04:01,0,0,0
236000816506015_721943204578438,"Buying:

(Vert. Physiology) Human Physiology: An integrated approach, 6th edition. Silverthorn. 2013

(Span 44) Taller de escritores: Grammar and COmposition for Advanced Spanish, Second Edition, Vista Higher Learning, 2016

""North from Mexico"" by McWilliams
""Pocho"" by Villareal",,status,,2015-09-02 16:47:51,1,0,0
236000816506015_721913714581387,"Selling: books for French 44 at Scripps - brand new, never opened.",,status,,2015-09-02 15:21:32,0,0,0
236000816506015_721913321248093,"Buying: 
1. Money, Banking and the Financial System, 2nd edition by R. Glenn Hubbard and Anthony Patrick O'Brien. 
2. Corporation Finance, 10th Edition by Stephen Ross, Randolph Westerfield and Jeffrey Jaffe.
3. Principles of Taxation for Business and Investment Planning, 15th edition by Jones and Rhoades-Catanach.",,status,,2015-09-02 15:19:38,0,0,0
236000816506015_721912411248184,"Buying :
Ochem molecular model kit",,status,,2015-09-02 15:15:47,0,0,0
236000816506015_721607471278678,I'm looking for the ochem solutions manual (not the textbook). Anyone selling it should hit me up!,,status,,2015-09-01 20:10:35,0,3,0
236000816506015_721141867991905,"Buying:
Chem14 textbook-McQuarrie 4th ed
Intro to Spanish(Gonzales) textbook",,status,,2015-09-01 01:31:24,0,1,0
236000816506015_721586814614077,Buying: General Chem,,status,,2015-09-01 18:07:51,0,5,0
236000816506015_721908084581950,"BUYING:
Essential Readings in Comparative Politics (4th ed.) by O'Neil",,status,,2015-09-02 15:01:34,0,0,0
236000816506015_721654694607289,"BUYING:
Gen Chem 4th Edition by McQuarrie",,status,,2015-09-01 23:38:20,0,3,0
236000816506015_721563957949696,"WANT TO BUY:
Gen Chem
Authors: McQuarrie
ISBN: 9781891389870

BIOLOGY BOOK NO LONGER AVAILABLE.",,status,,2015-09-01 16:17:50,2,7,0
236000816506015_721907051248720,"Buying:
Universe 10th edition by Freedman for Astronomy at Keck",,status,,2015-09-02 14:56:39,0,0,0
236000816506015_721906917915400,"Buying:
- Chem Lab Goggles
- Perspectives on American Politics
- American Government: Institutions and Policies
- General Chemistry

Thanks!!",,status,,2015-09-02 14:55:56,0,0,0
236000816506015_721901687915923,"BUYING books for Neckar's EA10

Environmental Science, Wright (12th Edition)
Who Rules the Earth? Steinberg
Story of Stuff by Leonard
West Without Water by Ingram",,status,,2015-09-02 14:39:04,0,1,0
236000816506015_721895447916547,BUYING chem lab goggles,,status,,2015-09-02 14:16:47,0,0,0
236000816506015_721893957916696,"Buying:  
Fuentes 5th Edition: Conversation and Grammar",,status,,2015-09-02 14:13:12,0,0,0
236000816506015_721867781252647,"BUYING:
Books for Prof. Michon's RLST102",,status,,2015-09-02 12:46:03,0,0,0
236000816506015_721866511252774,"Selling lightly used: Single Variable Calculus Early Transcendentals, Stewart, 7E (Message for Prices) for Calc I. Message me for prices or with an offer!",,status,,2015-09-02 12:41:37,0,0,0
236000816506015_721863407919751,"Buying:
Introduction to Comparative Politics (6th edition)
Mark Kesselman, Joel Krieger, and William Joseph 
Thanks!",,status,,2015-09-02 12:32:52,0,0,0
236000816506015_719572278148864,"SELLING in new/ almost perfect condition, message me for prices or to make an offer

Biology 9th edition by Peter Raven 

The Jungle by Sinclair

Short Calculus: The Original Edition of ""A First Course in Calculus""",,status,,2015-08-28 13:16:41,0,2,0
236000816506015_721828017923290,"BUYING: 

Mosaicos: Spanish as a World Language (6th Edition)",,status,,2015-09-02 11:13:49,0,0,0
236000816506015_721657737940318,"Buying:
Microeconomics 13th Ed (Baumol)",,status,,2015-09-01 23:51:56,0,2,0
236000816506015_721818817924210,"SELLING:

Introducing Psychology for Fairchild's class! (loose leaf version)

Trust me when I say it is A MUST HAVE (for the open book quiz, readings, your PowerPoint presentations, and discussion) HMU.",,status,,2015-09-02 10:50:34,0,0,0
236000816506015_721530327953059,"Selling-

Microeconomics by Besanko

Intro to Psychology by Myers

(For Statistics) Introductory Statistics with R

(For Econ 50) Economics Principles and Policy Study Guide",,status,,2015-09-01 14:57:12,0,2,0
236000816506015_721796841259741,"LOOKING FOR: 
Environmental Economics, An Introduction  by Barry and Martha Field, 5th edition (McGraw Hill) 

for Environmental Economics with Bowman Cutter (Econ 127) at Pomona",,status,,2015-09-02 10:08:40,0,0,0
236000816506015_721576387948453,"SELLING:
Microeconomics - Besanko
Why Nations Fail - Acemoglu & Robinson
Leviathan - Hobbes (I have two of these)
Nicomachean Ethics - Aristotle
Intro to Global Politics - Lamy & Masker
Principles of Macroeconomics - Mankiw
The new Testament - Ehrman
Arabic for Life - Frangieh (I also have a few other supplemental Arabic books if you're interested)
The Middle East - Lust
The Republic of Plato",,status,,2015-09-01 17:10:32,0,2,0
236000816506015_721589557947136,"BUYING: 
Deux Mondes textbook (7th Edition)
ISBN: 9780073386454",,status,,2015-09-01 18:26:21,0,1,0
236000816506015_721594124613346,"Buying:
-Microeconomics Edition: 13th 
Author: Baumol 
ISBN: 9781305280618

-Essen Calculus: Early Trans Edition: 2nd 
Author: Stewart 
ISBN: 9781133112280

-My Year of Meats Edition: N/A
Author: Ozeki 
ISBN: 9780140280463",,status,,2015-09-01 18:56:41,0,1,0
236000816506015_721619427944149,"BUYING

Macroeconomics by Baumol (Edition: 12th) (ISBN: 9780538453653)

La Recherche du Temps Perdu (by Marcel Proust, for the French class ""Who's Afraid of Marcel Proust?""",,status,,2015-09-01 21:10:00,0,1,0
236000816506015_721640167942075,"BUYING ASAP: 
- Intro to Industrial Organizational Psychology (Riggio)
- Microeconomics Edition: 5th (Besanko)
- Financial Accounting (Looseleaf+SSM Package) Edition: 14th (Weil)",,status,,2015-09-01 22:27:04,0,2,0
236000816506015_721584427947649,BUYING: University Physics for the Life Science by Randall Knight,,status,,2015-09-01 17:51:37,0,1,0
236000816506015_721621784610580,"Selling:

Spanish 1 & 2
Mosaicos: Spanish as a World Language Sixth Edition
$110 or best offer

New Condition, dropped the class and never used it",,status,,2015-09-01 21:20:36,1,3,0
236000816506015_721665681272857,"SELLING: 

Very useful quick study laminated master sheets on PSYCHOLOGY, the PERIODIC TABLE (great for quick calculations and conversions), and CALCULUS METHODS.

Biology Sparknotes Study Cards (a box of great flashcards—I found them 
very useful for Bio 43/33)",Photos from Luna Lock's post,photo,https://www.facebook.com/photo.php?fbid=10153958525127923&set=gm.721665681272857&type=3,2015-09-02 00:24:36,1,3,0
236000816506015_721668674605891,"BUYING:
Philostratus, The Life of Apollonius (Penguin Classics edition)
Essentials of Economics, Mankiw
University Physics Technology Update Edition: 13th, young
Understanding Psychology Edition: 12th",,status,,2015-09-02 00:44:28,0,0,0
236000816506015_721668437939248,Anybody selling Introductory Econometrics: A Modern Edition? Or Prof. Pedace's Econometrics for Dummies?,,status,,2015-09-02 00:42:53,0,0,0
236000816506015_721054461333979,Selling The Federalist Papers and Tocqueville's Democracy in America on the cheap. Good for Gov 20!,,status,,2015-08-31 19:44:20,0,3,0
236000816506015_721665171272908,Looking to buy the French 33 workbook 6th edition sur le vif,,status,,2015-09-02 00:22:07,0,0,0
236000816506015_721641371275288,"Selling:
Bio 43/44 & Chem 14/15 textbooks",,status,,2015-09-01 22:32:24,5,4,0
236000816506015_721661781273247,"Buying:

Human Physiology: An integrated approach.  6th edition. Silverthorn. 2013.
A Short Guide to Writing About Biology. 8th edition. Pechenik. 2012 
-both for vert phys at Keck",,status,,2015-09-02 00:10:52,0,0,0
236000816506015_721658854606873,"BUYING:
(Prof Areshidze's Gov 20)
Tocqueville, Democray in America
Hamilton, The Federalist
Storing, The Anti-Federalist
Storing, Toward a More Perfect Union

All Keil's Econ120 books

SELLING:
Jay Martin's FHS books
Woolf, Mrs. Dalloway
Perloff, Microeconomics Theory and Applications with Calculus
Kleppner, An Introduction to Mechanics
Feldman, Understanding Psychology 10th edition
Fraknoi, Voyages Through the Universe 3rd edition

Msg me if you are interested!!",,status,,2015-09-01 23:55:13,0,1,0
236000816506015_721661334606625,"SELLING: 

From Neuron to Brain: 5th Edition

Neuroscience 5th edition — Dale Purves, George Augustine, etc.

The Federalist with Letters of “Brutus” — Hamilton, Madison, Jay

Women, Gender, Religion: a reader — Elizabeth Castelli

Sweatshop Warriors",,status,,2015-09-02 00:09:39,0,0,0
236000816506015_721659121273513,SELLING KECK BIO 43/44 Textbook: Brooker Biology 2nd Edition,,status,,2015-09-01 23:57:34,0,0,0
236000816506015_721657601273665,Is anyone selling the intermediate Japanese textbooks and workbooks?,,status,,2015-09-01 23:50:58,0,0,0
236000816506015_721656471273778,"SELLING:  

Environmental Science by Richard Wright 
Microeconomics by Hall and Lieberman 
Industrial/Organizational Psychology by Ronald Riggio
State and Revolution by Vladimir Lenin
The Ship of Widows by I. Grekova
In Lubianka's Shadow by Leopold Braun",Photos from Carol Ann Routh's post,photo,https://www.facebook.com/photo.php?fbid=10207656408672576&set=gm.721656471273778&type=3,2015-09-01 23:48:20,1,0,0
236000816506015_720322421407183,"Selling, all in super good shape:

- Zumdahl Chemical Principles 7th Ed for Chem1A and 1B and PDF for $80 OBO.
- Mathematical Models in Biology for $40 OBO
- Ethnic Lobbies & US Foreign Policy by David M. Paul for $35 OBO
- Workouts in Intermediate Microeconomics 9th Ed for $40 OBO

MESSAGE ME!!",,status,,2015-08-30 13:12:46,1,1,0
236000816506015_721652871274138,"Selling:
War Music by Christopher Logue $5
A Story As Sharp As A Knife by Robert Bringhurst $5

they're for Prof. de la Durantaye's FWS The Art of Attention but idk if that class is still happening this year",,status,,2015-09-01 23:30:45,1,0,0
236000816506015_721648391274586,Selling General Chemistry 4th Edition by McQuarrie,,status,,2015-09-01 23:04:44,1,2,0
236000816506015_721511417954950,"Interdisciplinarity (The New Critical Idiom) 2nd Edition
by Joe Moran 

Human Rights: A Primer 
by Judith Blau , Alberto Moncada 

Globalization: A Very Short Introduction 
by Manfred Steger

Terrorism Studies: A Reader
by John Horgan , Kurt Braddock 

General Chemistry Fourth Edition
by Donald A. McQuarrie , Peter A Rock , Ethan B Gallogly 

Biology 2nd Edition
by Robert Brooker , Eric Widmaier, Linda Graham, Peter Stiling",,status,,2015-09-01 14:10:17,0,1,0
236000816506015_721643391275086,"SELLING 

calc 2 book. Like new condition. 80$! 
Calculus: Early Trans Edition: 7th 
Author: Stewart 
ISBN: 9780538497909
Copyright Year: 2012
Publisher: Cengage Learning
Leonid Fukshansky's class.",,status,,2015-09-01 22:42:33,1,0,0
236000816506015_721643287941763,"Selling: Most of the books for Asian Traditions
Sources of East Asian Traditions, Volume 1
Sources of Indian Tradition, Second Edition, Volume 1
Anthology of Korean Literature
The Tale of Genji
Tales of Ancient India
A History of India",,status,,2015-09-01 22:42:20,0,0,0
236000816506015_721641231275302,"Buying:

-American Gov't & Pol Edition: 2nd by Bessette and Pitney, for Gov 20 with Rose
-Undercover Economist Edition: 2nd for Econ 50 with Helland
-Naked Economics for Econ 50 with Helland
-Chemistry in Context for Land, Air, and Ocean Science with Rinaldi",,status,,2015-09-01 22:31:40,1,0,0
236000816506015_721630924609666,"buying: BOUGHT <3
The Norton Anthology of Poetry, 4th Edition or 5th Edition",,status,,2015-09-01 21:50:12,0,7,0
236000816506015_721569747949117,"BUYING:
General Chemistry 4th Edition by McQuarrie
The Armchair Economist
Naked Economics: Undressing the Dismal Science
The Undercover Economist
Chem Lab Goggles
Applied Calculus for Business, Economics and the Social and Life Sciences",,status,,2015-09-01 16:47:48,0,2,0
236000816506015_721638941275531,"Buying: All books for Anthro of the Middle East

Leisurely Islam (9780691153667)
Egypt in the Future Tense (9780253015877)
Gridlock (9780804772204)
Live & Die Like a Man (9780804783293)
Among the Jasmine Trees (9780819569448)
Back Stories (9780804781411)",,status,,2015-09-01 22:20:04,0,0,0
236000816506015_721637521275673,"BUYING:

Psychology in Action (Loose Pgs) Edition: 11th 
Author: Huffman 
ISBN: 9781119000594
Copyright Year: 2015
Publisher: John Wiley & Sons, Incorporated",,status,,2015-09-01 22:15:18,0,0,0
236000816506015_721634934609265,"BUYING:
Biology 3rd edition",,status,,2015-09-01 22:06:10,0,0,0
236000816506015_721602674612491,"BUYING:

American Government for Gov20 by Bessette and Pitney",,status,,2015-09-01 19:38:57,0,2,0
236000816506015_676343909138368,"Selling: for GOV20 and GEN CHEM
-The Federalist Papers
-Frederick Douglass
-American Politcal Rhetoric
-General Chemistry",,status,,2015-05-14 01:14:10,0,4,0
236000816506015_721631244609634,"Buying:
Mosaicos, 6th edition, NJ:Prentice Hall, 2015",,status,,2015-09-01 21:51:58,0,0,0
236000816506015_721628761276549,Buying: Computing for Biologists Python Programming and Principles by Ran Libeskind-Hadas and Eliot Bush for CS Green,,status,,2015-09-01 21:41:43,1,0,0
236000816506015_721627007943391,"SELLING:
-Applied Mathematics for Gerald Bradley's Calc I
-Norton Anthology of American Literature (Vol A & B) for McGrath's FWS

Message me if you're interested",,status,,2015-09-01 21:35:11,0,0,0
236000816506015_721624504610308,Buying: Financial Accounting 14th edition by Weil,,status,,2015-09-01 21:31:21,0,0,0
236000816506015_721623991277026,"Buying: Principle of Macroeconomics (3rd edition) by Taylor 
ISBN: 9781930789883",,status,,2015-09-01 21:29:55,0,0,0
236000816506015_721621117943980,"Looking for: 
Computer Systems: A Programmer's Perspective (3rd Edition)
Database Management Systems (3rd Edition)
AI: A Modern Approach by Russell and Norvig
Tanakh: The Holy Scriptures (Jewish Publication Society of America)
NIV New Testament(Zondervan, 2012)
Qur'an (Oxford University Press, 2008)",,status,,2015-09-01 21:17:26,0,1,0
236000816506015_721621687943923,"Looking for:
The Constitution of the United States by Paulsen, Calabresi, McConnell, and Bray
Any books for Asian Traditions (HIST060) with Yamashita",,status,,2015-09-01 21:19:54,1,0,0
236000816506015_719202964852462,Selling Mcquarrie General Chemistry 4th edition!,,status,,2015-08-27 15:44:46,0,3,0
236000816506015_721616541277771,Looking for the APA manual for Psychology Research Methods with Costanzo,,status,,2015-09-01 20:56:42,3,0,0
236000816506015_721544087951683,"SELLING: 
Approximately Calculus, Shahriari, for Calc 2 honors (PO)",,status,,2015-09-01 15:16:14,2,1,0
236000816506015_721117454661013,Not really a book but looking to buy a modeling kit for Ochem!,,status,,2015-08-31 23:49:02,1,7,0
236000816506015_721602974612461,"BUYING:

Machine in garden (35th anniversary)

Cradle to cradle

Invisible cities 

Incorporation of america (25th anniversary)

How does earth work? (W/ access Code) second edition

Silent spring",,status,,2015-09-01 19:40:56,0,0,0
236000816506015_720586034714155,"Selling:
Latin America Before Independence
- Bound Lives- Rachel Sarah O'toole
- Christopher Columbus and the Enterprise of the Indies- Symcox and Sullivan  (I have two copies)
-Latin America in Colonial Times- Restall and Lane

- Chemical Principles 6ed- Pretty the same as the 7th ed :)

-Organic Chemistry
    - Molecular Visions molecular model kit :)",,status,,2015-08-31 02:05:25,1,2,0
236000816506015_721601844612574,"Selling: Financial Accounting (Looseleaf+SSM Package) Edition: 14th by Weil 
message me for details",,status,,2015-09-01 19:33:29,1,0,0
236000816506015_629694723803287,"Selling:
""Mosaicos"" 6th edition, Spanish 22 book, teachers edition (has answers to activities in it)",,status,,2015-01-21 17:12:49,0,5,0
236000816506015_720946438011448,"selling：
calc2 early trans 7th edition 
buying：
ochem",,status,,2015-08-31 17:38:28,1,7,0
236000816506015_721599604612798,"Selling books for POLI 46 PO, ARHI 179 PO, and ECON 107 PO",Photos from Elena Amalia's post,photo,https://www.facebook.com/photo.php?fbid=10206626431673791&set=gm.721599604612798&type=3,2015-09-01 19:23:45,0,0,0
236000816506015_721597927946299,Renting Chem 14 Textbook,,status,,2015-09-01 19:19:23,1,0,0
236000816506015_721595177946574,"Buying: (The books for Professor Nichols' GOVT080 class at CMC)
Leviathan (Rev Student Ed) 
Author: Hobbes 
ISBN: 9780521567978
Copyright Year: 1996
Publisher: CAMBRIDGE UNIV PRESS

Republic of Plato Edition: 2nd
Author: Plato 
ISBN: 9780465069347
Copyright Year: 1991
Publisher: Basic Books

Four Texts on Socrates
Author: West 
ISBN: 9780801485749
Copyright Year: 1998
Publisher: Cornell University Press

First & Second Discourses
Author: Rousseau 
ISBN: 9780312694401
Copyright Year: 1964
Publisher: Bedford Saint Martin's (MPS)

Two Treatises of Government
Author: Locke 
ISBN: 9780521357302
Copyright Year: 1988
Publisher: CAMBRIDGE UNIV PRESS",,status,,2015-09-01 19:02:23,0,0,0
236000816506015_721594961279929,"Hey guys! I have:

Molecular Biology of the Cell 5th ed (for Cell Bio at Keck)
Fundamentals of Biochemistry 4th ed (for Biochem at Keck)

The Norton Anthology of English Literature 9th ed volume 1 (for British Writers I)

Message me for prices, I'm flexible!",,status,,2015-09-01 19:00:44,0,0,0
236000816506015_720933144679444,"BUYING MATERIALS FOR SPANISH 22 (Intensive Introductory Spanish)

Mosaicos (Student Activities Manual) Edition: 6th 
Mosaicos (w/out MySpanishLab Access) Edition: 6th",,status,,2015-08-31 16:28:39,0,3,0
236000816506015_721418584630900,"Buying:
Six Ideas That Shaped Physics: Unit R, T, Q (I already have C)",,status,,2015-09-01 10:28:54,0,1,0
236000816506015_721592687946823,"BUYING: 
- Human Physiology: An integrated approach.  6th edition. Silverthorn. 2013
- A Short Guide to Writing About Biology. 8th edition. Pechenik. 2012",,status,,2015-09-01 18:47:36,1,0,0
236000816506015_721129571326468,"BUYING

Gov20:
Toward a More Perfect Union 
Federalist
Democracy in America 
Anti-Federalist

Philosophy:
Exploring the Meaning of Life

History:
Rape
Human Rights in Camera
Wretched of the Earth (New Trans Philcox)
Parliament of Man: The Past, Present, and Future of the United Nations
They Fight Like Soldiers, They Die Like Children 
Inventing Human Rights
At the Mind's Limits",,status,,2015-09-01 00:54:25,1,12,0
236000816506015_721539371285488,"BUYING:

Essentials of Economics (w/out Aplia Access Card) Edition: 7th 
Author: Mankiw 
ISBN: 9781285165950
Copyright Year: 2015
Publisher: Cengage Learning

Freshman Humanities Seminar (CP) FHS 010 - FA15 Edition: N/A 
Author: Gilman 
ISBN: 9780840129567
Copyright Year: 2015
Publisher: LAD Custom Pub

University Physics Technology Update Edition: 13th 
Author: Young 
ISBN: 9780321898029
Copyright Year: 2014
Publisher: Pearson

Mosaicos (w/Student Activities Man) Edition: 6th
Author: Castells 
ISBN: 9780134309972
Copyright Year: 2015
Publisher: Pearson

Mosaicos (Student Activities Manual) Edition: 6th
Author: Castells 
ISBN: 9780205247967
Copyright Year: 2015
Publisher: Pearson

Mosaicos (w/out MySpanishLab Access) Edition: 6th
Author: Castells 
ISBN: 9780205255405
Copyright Year: 2015
Publisher: Pearson

THANK YOU!!! :)",,status,,2015-09-01 15:11:27,1,1,0
236000816506015_721591807946911,"Buying:
- Macroeconomics, Mankiw 9th edition
- American Gov and Politics, Bessette 2nd edition 
- Books for Sociology of Secularity at Pitzer with Prof. Zuckerman",,status,,2015-09-01 18:41:43,0,0,0
236000816506015_721591437946948,BUYING:,Photos from Ayza Ishaque's post,photo,https://www.facebook.com/photo.php?fbid=371682983001892&set=gm.721591441280281&type=3,2015-09-01 18:39:15,0,0,0
236000816506015_721591244613634,"Selling:
Naked Economics for Helland's Econ50, $5!",,status,,2015-09-01 18:37:53,1,0,0
236000816506015_721575611281864,"BUYING:

Aproximaciones al estudio de la literature hispanica septima edición

Principles of Macroeconomics 3rd edition",,status,,2015-09-01 17:06:52,0,2,0
236000816506015_721584891280936,BUYING: University Physics for the Life Science by Randall Knight,,status,,2015-09-01 17:55:13,0,9,0
236000816506015_721589304613828,"SELLING
-Global Politics of Water (Water, Beyond Chinatown, The River Runs Black, Hoover Dam, Toms River)
-Core 3: So Cal and Hollywood Film (Land of Smoke and Mirrors)
-Asian American Women's Experience (The Hypersexuality of Race, Sweatshop Warriors)
-Intro Psych (Forty studies that changed psychology)",,status,,2015-09-01 18:24:54,0,0,0
236000816506015_721566214616137,"BUYING:
Introductory Econometrics - Wooldridge (5th edition)",,status,,2015-09-01 16:30:46,1,4,0
236000816506015_719352854837473,"Selling:
financial accounting 14th edition looseleaf
art of the personal essay
cutty, one rock",,status,,2015-08-28 02:46:33,2,4,0
236000816506015_720926368013455,"Selling:
Accounting for Decision Making CMC 086 
Looseleaf with solution manual",,status,,2015-08-31 15:55:11,0,1,0
236000816506015_721580531281372,"Selling: American Govt. and Politics, Election Update 1st Ed. (by Bessette and Pitney)",,status,,2015-09-01 17:33:27,0,0,0
236000816506015_721580454614713,Buying lab goggles,,status,,2015-09-01 17:33:04,1,0,0
236000816506015_721569841282441,"BUYING: 
Chem lab goggles",,status,,2015-09-01 16:48:09,1,1,0
236000816506015_721571877948904,buying statistics for management and economics 10th edition by keller,,status,,2015-09-01 16:59:50,0,0,0
236000816506015_721570957948996,"I'm selling my ""Workbook/Laboratory Manual to accompany Punto y aparte!"" I bought it but I'm not taking the class anymore. For SPANISH 33 at PITZER! Bought it for $95 and selling it for $95.",,status,,2015-09-01 16:54:46,0,0,0
236000816506015_721542131285212,"WILL BUY:
Chem 1a/1b textbook
Calculus 2 textbook
Intro to genetics (biology 40) textbook",,status,,2015-09-01 15:14:12,0,4,0
236000816506015_721569797949112,"Buying:
The students guide to cognitive neuroscience(3rd ed)
Fractured minds: a case study approach to clinical neuropsychology (2nd ed)",,status,,2015-09-01 16:48:02,0,0,0
236000816506015_675186395920786,"SELLING for:
CHIN001A at Pomona: The Way of Chinese Characters (Wu)
GOV20 at CMC: The Federalist Papers (Hamilton/Madison/Jay)
GOV20 at CMC: Democracy in America (Tocqueville)
ECON50 at CMC: The Armchair Economist (Landsburg)
ECON102 at CMC: Study Guide for Macroeconomics (Kaufman - supplements the Mankiw macro textbook!)
PSYC162 at CMC: The Seven Sins of Memory (Schacter)

Other books for sale:
The Theory of Moral Sentiments (Smith)
Inverted World (Priest)
World Made by Hand (Kunstler)
God's Grace (Malamud)
The Road (Cormac McCarthy)

Message me for more info!",,status,,2015-05-10 01:06:21,0,6,0
236000816506015_721567787949313,"Buying: Single Variable Essen Calculus: Early Trans Edition: 2nd
Author: Stewart 
ISBN: 9781133112785
Thanks a lot!!",,status,,2015-09-01 16:36:04,0,1,0
236000816506015_720755378030554,"Selling Mosaicos: Spanish as a World Language 6th Edition, used in Spanish 2 classes. Message me if you are interested!",,status,,2015-08-31 09:15:48,1,1,0
236000816506015_720994058006686,"Selling: 
Essentials of Economics: 7th Edition- Mankiw (Econ 50)
Essentials of Economics: 6th Edition- Mankiw (Econ 50)",,status,,2015-08-31 19:31:29,0,2,0
236000816506015_721563361283089,"BUYING:

Books for the ID Class: Tripping the Light Fantastic

Ballroom, Boogie, Shimmy Sham, Shake

Tango and the Political Economy of Passion

Dancing Til Dawn

Glamour Addiction",,status,,2015-09-01 16:15:09,1,8,0
236000816506015_721565734616185,"Buying:

Single Variable Essentials Calculus: Early Trans 2nd Edition (Stewart)
9781133112785",,status,,2015-09-01 16:27:15,1,0,0
236000816506015_721564784616280,"For those taking Intro to Media Studies (in Pomona) 
I'm SELLING:

 Rhetoric in Popular Culture Edition 3rd
Author: Brummett 
ISBN: 9781452203461",,status,,2015-09-01 16:22:50,0,0,0
236000816506015_721563784616380,"BUYING/BURROWING:
Passwort Deutsch 1:Kurs Und Ubungsbuch",,status,,2015-09-01 16:17:00,0,0,0
236000816506015_721562714616487,"BUYING:

Essen Calculus: Early Trans
2nd edition
Stewart
For Calc 2 (Math 31) at Scripps with Chaderjian",,status,,2015-09-01 16:10:56,0,0,0
236000816506015_674646019308157,"Selling textbooks for Gov20 and Chinese, lots of Shakespeare, and some classics/fun reads. They're in great shape and textbooks come with nice notes. Message me if interested!",Photos from Rachel Lee's post,photo,https://www.facebook.com/photo.php?fbid=10153387019944884&set=gm.674646019308157&type=3,2015-05-07 23:13:46,1,3,0
236000816506015_721498257956266,"Hey, I don't have Microsoft word, powerpoint, office, etc. on my computer. I was wondering has anyone bought a subscription for multiple computers and is willing to sell me their code. I only need it for my computer (and Microsoft sells it for like 2 or 3 users, id like not to buy like it from bookstore)",,status,,2015-09-01 13:45:36,0,6,0
236000816506015_721552367950855,"BUYING:

1984
Author: Orwell 
ISBN: 9780451524935
Copyright Year: 1977
Publisher: New American Library

AND

So You've Been Publicly Shamed
Author: Ronson 
ISBN: 9781594487132
Copyright Year: 2015
Publisher: Penguin Group USA Inc

AND 

Single Variable Calculus: Early Trans Edition: 7th
Author: Stewart 
ISBN: 9780538498678
Copyright Year: 2012
Publisher: Cengage Learning",,status,,2015-09-01 15:44:59,0,0,0
236000816506015_721509281288497,"Selling 
How does earth work for Geo 20 at Pomona with Lackey 
Sources psychology for intro psych at Pomona with Goto",,photo,https://www.facebook.com/photo.php?fbid=716400865159456&set=gm.721509281288497&type=3,2015-09-01 14:08:14,0,1,0
236000816506015_721530744619684,"Selling: most of the books for Heather Williams' Latin American politics class. Great class, you'll love it!",,status,,2015-09-01 14:58:47,0,0,0
236000816506015_721526207953471,"SELLING: 

I have these books for the Elizabethan Shakespeare (ENGL123A) at Scripps:

Henry V
Titus Andronicus
Richard II
Richard III
Henry IV part 1
Henry IV part 2

$5 dollars each, or 25 for all 6!",,status,,2015-09-01 14:43:32,0,0,0
236000816506015_721522757953816,"BUYING American Government and Politics: Deliberation, Democracy and Citizenship for ROSE GOV20",,status,,2015-09-01 14:29:48,1,0,0
236000816506015_719085288197563,"SELLING:
- Gazzaniga's Psychological Science, Forty Studies that Changed Psychology (Psych 30)
- Matter & Interactions (AISS)
- totally new lab goggles
- a Brita pitcher with two extra filters",,status,,2015-08-27 10:26:45,1,6,0
236000816506015_721519527954139,Selling: General Chemistry 4th ed. for Chem 14,,status,,2015-09-01 14:18:10,0,0,0
236000816506015_721518161287609,"BUYING
for Kassam's Women in Islamic Traditions

Women in Islamic Traditions
-Women in the Qur'an: Traditions & Interpretation by Stowasser
-Women & Gender in Islam by Ahmed",,status,,2015-09-01 14:16:54,0,0,0
236000816506015_721515304621228,"Buying:

Charles Jones Macroeconomics, 3rd edition (2014)
University Physics Life Knight

Selling:

David Besanko's Microeconomics, 4th edition
Biology 2nd edition (By Brooker, Widmaier, Graham, Stiling)
Mankiw's Essentials of Economics 6th edition

Message me if you are interested or can help!",,status,,2015-09-01 14:14:15,3,0,0
